"Experiment"	"Batch"	"NREADS"	"NALIGNED"	"RALIGN"	"TOTAL_DUP"	"PRIMER"	"PCT_RIBOSOMAL_BASES"	"PCT_CODING_BASES"	"PCT_UTR_BASES"	"PCT_INTRONIC_BASES"	"PCT_INTERGENIC_BASES"	"PCT_MRNA_BASES"	"MEDIAN_CV_COVERAGE"	"MEDIAN_5PRIME_BIAS"	"MEDIAN_3PRIME_BIAS"	"CreER"	"ERCC_reads"
"GBCO04_N703_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1378560	1314940	95.3849	52.8069	0.0248046	5.6e-05	0.207317	0.295902	0.315254	0.181471	0.503219	1.16984	0	0.490592	0	0
"OEL15_N716_S503"	"K5ERP63CKO_UI_48HPT"	"P06"	1476490	1380030	93.4671	63.7824	0.0354735	0	0.252099	0.343736	0.252178	0.151987	0.595835	1.42844	0	0.445428	65	3
"GBCP05_N724_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	153632	142160	92.5328	15.7106	0.0396244	0	0.142868	0.280056	0.416213	0.160863	0.422924	1.10475	0	0.692083	0	0
"GBCO04_N701_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1368980	1318340	96.3013	32.3751	0.0174367	5e-06	0.123999	0.18522	0.540001	0.150774	0.30922	1.21194	0	0.475743	0	0
"GBCP05_N718_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2928630	2781070	94.9614	58.4416	0.0258906	0	0.321105	0.350799	0.193719	0.134377	0.671904	0.80529	0.074225	0.552672	0	0
"OEL15_N720_S508"	"K5ERP63CKO_UI_48HPT"	"P06"	1158890	1098950	94.8279	68.4957	0.0282035	0	0.286626	0.388055	0.143278	0.182041	0.674681	1.45981	0	0.35216	635	3
"GBCO04_N706_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1380570	1279170	92.6547	58.8032	0.0427496	0	0.182767	0.285299	0.310739	0.221195	0.468066	1.37123	0	0.736912	0	0
"GBCP05_N716_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	42940	30092	70.0792	30.2654	0.0833677	0	0.249153	0.303396	0.275218	0.172233	0.552549	1.01559	0.256472	0.34282	0	0
"OEL15_N723_S510"	"K5ERP63CKO_UI_24HPT"	"P10"	976269	916827	93.9113	52.4785	0.0306888	0	0.209449	0.28487	0.347317	0.158364	0.494319	1.56905	0	0.541829	1913	1
"GBCO04_N707_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1971940	1862370	94.4436	48.5318	0.033029	0	0.353366	0.322306	0.199318	0.125011	0.675671	0.703313	0.146868	0.511225	0	0
"GBCP05_N727_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	89305	73077	81.8286	49.2171	0.0935682	0	0.094308	0.179866	0.174713	0.551114	0.274173	1.46001	0	0.857732	0	0
"GBCO04_N703_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2072140	1985410	95.8144	58.2446	0.0149586	2.7e-05	0.067324	0.143241	0.655512	0.133896	0.210565	2.00064	0	0.113574	0	0
"GBCO04_N705_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2073380	1966150	94.828	43.2696	0.0262896	1e-05	0.153202	0.218116	0.456635	0.172036	0.371319	1.05699	0	0.59259	0	0
"OEL15_N724_S506"	"K5ERP63CKO_UI_24HPT"	"P10"	874181	817705	93.5396	42.1487	0.0275203	1.1e-05	0.259519	0.31265	0.270451	0.157369	0.572169	1.10761	0	0.493637	3	10
"GBCO04_N707_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1572120	1512390	96.2009	43.8293	0.0195118	3e-06	0.170176	0.237389	0.468568	0.123865	0.407565	1.12559	0	0.471808	0	0
"OEL14_N728_S520"	"K5ERP63CKO_UI_48HPT"	"P06"	1871910	1785690	95.394	53.9026	0.0237132	0	0.219956	0.238774	0.364985	0.176285	0.45873	1.02385	0.025138	0.370743	209	0
"OEL15_N726_S508"	"K5ERP63CKO_UI_24HPT"	"P10"	1730580	1656110	95.6966	55.7031	0.0188895	0	0.187614	0.235807	0.444748	0.131831	0.42342	1.34103	0	0.371538	232	4
"OEL14_N729_S513"	"K5ERP63CKO_UI_48HPT"	"P06"	1426470	1356030	95.0623	45.3558	0.023905	0	0.219652	0.261237	0.382443	0.136668	0.48089	1.02892	0.010615	0.443369	0	0
"GBCP05_N720_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2986790	2820690	94.4389	57.1385	0.025069	5e-06	0.253874	0.290904	0.30385	0.151367	0.544779	0.85125	0.06429	0.603041	0	0
"OEL15_N724_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	1451340	1363690	93.9609	55.7017	0.0252993	0	0.143187	0.208265	0.479496	0.169052	0.351452	1.75545	0	0.392989	2	4
"GBCO04_N706_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1342730	1284570	95.6687	43.8374	0.0225821	4e-06	0.217621	0.29553	0.360798	0.126047	0.513151	0.944099	0.048307	0.495731	0	0
"GBCO04_N710_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1303910	1249560	95.8314	43.9483	0.0194492	2e-06	0.192241	0.231993	0.446119	0.129644	0.424235	1.11186	0	0.499832	0	0
"GBCO04_N705_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1323630	1253150	94.6748	53.6271	0.0277183	0	0.313041	0.367093	0.166268	0.153598	0.680134	0.915562	0.042823	0.580704	0	0
"GBCO04_N702_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1160050	1115950	96.1985	43.2894	0.0199279	0	0.356352	0.336204	0.17342	0.134025	0.692555	0.814451	0.112885	0.440833	0	0
"OEL15_N724_S511"	"K5ERP63CKO_UI_24HPT"	"P10"	1342680	1255490	93.5063	58.4378	0.0335248	0	0.359211	0.323527	0.088002	0.22926	0.682738	0.973301	0.02306	0.466096	270	0
"OEL15_N720_S503"	"K5ERP63CKO_UI_48HPT"	"P06"	1340370	1262170	94.1661	60.6999	0.0312587	5e-06	0.374239	0.407612	0.075545	0.142598	0.781851	1.1175	0	0.449922	588	3
"GBCO04_N704_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2026660	1946830	96.0611	62.3906	0.0199991	0	0.269002	0.349463	0.244461	0.137074	0.618465	1.09531	0	0.465012	0	0
"GBCP05_N716_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	13232	12170	91.974	9.12964	0.0366928	0	0.22612	0.343767	0.278439	0.151674	0.569887	1.0838	0	0.638396	0	0
"OEL15_N726_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1714200	1633250	95.2775	44.0754	0.0202439	0	0.179903	0.211284	0.453387	0.155427	0.391187	1.05027	0	0.479416	4	2
"OEL15_N728_S510"	"K5ERP63CKO_UI_24HPT"	"P10"	1189830	1097270	92.2206	59.9756	0.036379	4e-06	0.262135	0.332301	0.235186	0.170374	0.594436	1.47391	0	0.424003	15	0
"GBCO04_N710_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1161470	1117990	96.257	30.9928	0.0186776	3e-06	0.164484	0.212593	0.514531	0.108389	0.377077	1.01798	0	0.479801	0	0
"GBCP05_N716_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	494667	430106	86.9486	49.6632	0.0769528	0	0.27261	0.358948	0.235939	0.132503	0.631558	1.25655	0	0.672016	0	0
"OEL15_N724_S507"	"K5ERP63CKO_UI_24HPT"	"P10"	1074780	1024430	95.3151	40.5449	0.0180572	0	0.150886	0.183277	0.546159	0.119678	0.334163	1.42442	0	0.308338	0	2
"GBCO04_N702_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1671230	1609630	96.314	37.4738	0.0197422	7e-06	0.254916	0.268705	0.333369	0.143003	0.523621	0.764591	0.142706	0.485946	0	0
"GBCP05_N727_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	408846	376211	92.0178	34.6413	0.0414183	1.4e-05	0.270683	0.306226	0.276655	0.146423	0.576909	1.06184	0	0.476439	0	0
"OEL15_N721_S505"	"K5ERP63CKO_UI_48HPT"	"P06"	1274210	1205790	94.6301	47.7223	0.0314503	0	0.33877	0.319878	0.191112	0.15024	0.658648	0.811943	0.10813	0.568703	453	2
"GBCP05_N720_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3626020	3345300	92.2584	69.4483	0.0407138	0	0.147452	0.207485	0.448183	0.196881	0.354936	1.39322	0	0.497555	0	0
"GBCO04_N714_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1100110	1026650	93.3221	76.2587	0.0290376	0	0.419652	0.367396	0.019525	0.193427	0.787048	1.15679	0	0.472688	0	0
"GBCP05_N724_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	295598	279890	94.686	23.9358	0.0264643	0	0.21574	0.292657	0.349366	0.142238	0.508397	1.08783	0	0.36086	0	0
"GBCO04_N701_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1738220	1662420	95.6392	47.6056	0.0213156	0	0.189963	0.208249	0.45312	0.148669	0.398211	0.996691	0.019983	0.476431	0	0
"GBCP05_N721_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2901320	2708840	93.3657	68.0625	0.039563	0	0.280288	0.303574	0.196704	0.219434	0.583862	1.02491	0.01452	0.62163	0	0
"GBCO04_N706_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1199230	1154760	96.2914	32.9739	0.0199903	1e-05	0.205107	0.239765	0.430632	0.124485	0.444873	0.895675	0.070091	0.497055	0	0
"GBCP05_N726_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	108044	89534	82.8681	50.9318	0.0890418	0	0.09692	0.177829	0.177488	0.547763	0.274749	1.60158	0	0.900416	0	0
"OEL15_N727_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	1557570	1486590	95.4429	56.096	0.0207016	0	0.215744	0.245587	0.400488	0.138181	0.461331	1.28033	0	0.31624	0	5
"GBCO04_N704_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2142180	2050100	95.7013	52.6188	0.021969	6e-06	0.200017	0.253108	0.400639	0.14623	0.453125	0.988945	0.007512	0.555328	0	0
"OEL14_N728_S516"	"K5ERP63CKO_UI_48HPT"	"P06"	1625930	1541880	94.8311	50.0803	0.0246593	1e-06	0.303312	0.346935	0.193545	0.156208	0.650246	0.862287	0.077298	0.43393	0	0
"OEL15_N721_S503"	"K5ERP63CKO_UI_48HPT"	"P06"	1616080	1532940	94.8554	55.0551	0.0290949	1.7e-05	0.220384	0.252078	0.408188	0.119334	0.472461	1.16604	0	0.420211	3	3
"GBCO04_N711_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1743460	1644000	94.2956	56.9555	0.0314734	0	0.240351	0.309996	0.305983	0.14367	0.550347	1.1131	0	0.528978	0	0
"OEL14_N729_S516"	"K5ERP63CKO_UI_48HPT"	"P06"	1571200	1483740	94.4339	62.5099	0.0262285	0	0.298086	0.329573	0.212303	0.160039	0.627659	1.16323	0	0.360927	7207	0
"GBCO04_N704_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1682240	1605810	95.4567	49.2833	0.0213711	9e-06	0.185881	0.223285	0.444547	0.146278	0.409166	1.12002	0	0.53906	0	0
"OEL15_N727_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1282190	1193230	93.0618	59.8964	0.0328688	0	0.236096	0.270432	0.345708	0.147764	0.506529	1.71613	0	0.520996	697	2
"GBCP05_N716_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	23997	20826	86.7858	19.4662	0.068567	0	0.193909	0.428729	0.211259	0.166103	0.622638	1.44507	0	1.40711	0	0
"GBCP05_N728_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	112189	104980	93.5742	14.9465	0.034375	3.6e-05	0.180197	0.30109	0.351324	0.167353	0.481286	1.1056	0	0.720284	0	0
"OEL15_N718_S506"	"K5ERP63CKO_UI_48HPT"	"P06"	1304910	1235140	94.6531	52.7439	0.0277836	3.3e-05	0.263962	0.331852	0.250599	0.153554	0.595814	1.13168	0	0.489613	3	0
"GBCP05_N719_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3886240	3668860	94.4063	70.6147	0.0278725	3e-06	0.269034	0.32243	0.263407	0.145127	0.591464	0.963729	0.016974	0.513206	0	0
"GBCP05_N723_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	79690	52858	66.3295	65.2935	0.10515	0	0.030101	0.064391	0.125442	0.780066	0.094492	2.51501	0	1.49343	0	0
"GBCO04_N702_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	279183	236639	84.7612	76.6113	0.0730265	0	0.052914	0.091466	0.068354	0.787266	0.144379	2.60993	0	0.522685	0	0
"GBCP05_N722_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2112370	2006200	94.9736	50.9619	0.028106	1.2e-05	0.138295	0.203395	0.478679	0.179619	0.34169	1.24127	0	0.545071	0	0
"GBCO04_N704_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	776862	736835	94.8476	33.6022	0.0284577	1.6e-05	0.125695	0.209171	0.48112	0.183998	0.334866	1.29019	0	0.613206	0	0
"OEL15_N720_S505"	"K5ERP63CKO_UI_48HPT"	"P06"	1711570	1634490	95.4967	51.8588	0.0242275	1.8e-05	0.237624	0.256628	0.35267	0.15306	0.494252	1.00086	0.009977	0.383509	2034	0
"GBCO04_N712_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	2052670	1968200	95.8849	49.6491	0.0220961	0	0.332603	0.33207	0.208249	0.127078	0.664672	0.746988	0.113997	0.439742	0	0
"GBCP05_N718_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2579090	2435180	94.42	68.3386	0.0265702	0	0.244119	0.296174	0.252811	0.206896	0.540293	1.10907	0	0.58753	0	0
"GBCP05_N727_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	483720	440665	91.0992	28.4636	0.0542609	3e-06	0.143254	0.221804	0.464103	0.170835	0.365058	1.15605	0	0.668867	0	0
"GBCP05_N726_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	888060	821937	92.5542	43.7133	0.0426533	9e-06	0.242588	0.312014	0.290495	0.154894	0.554602	0.984558	0.004021	0.572449	0	0
"OEL15_N726_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	1627100	1530940	94.0901	56.5632	0.0261066	1.9e-05	0.271167	0.327132	0.248663	0.153019	0.598299	1.18394	0	0.568969	1	5
"GBCP05_N726_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	260171	240720	92.5238	38.3557	0.0416065	0	0.313852	0.388797	0.135269	0.162082	0.70265	1.07338	0.043652	0.553117	0	0
"GBCO04_N701_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1913920	1847400	96.5242	43.9772	0.0193121	0	0.23413	0.279324	0.353699	0.132846	0.513455	0.811126	0.101993	0.562355	0	0
"GBCP05_N727_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	472164	433954	91.9075	26.2955	0.0470316	3e-06	0.213372	0.305127	0.334711	0.146787	0.518499	1.06469	0	0.51927	0	0
"GBCO04_N712_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1467230	1369870	93.3644	56.9489	0.0374654	4.7e-05	0.132502	0.227616	0.434091	0.205745	0.360118	1.62007	0	0.669202	0	0
"OEL14_N729_S515"	"K5ERP63CKO_UI_48HPT"	"P06"	1679800	1612670	96.0036	38.0216	0.0205629	2e-06	0.215366	0.211309	0.425051	0.148273	0.426675	0.836563	0.139877	0.417745	0	0
"OEL15_N722_S508"	"K5ERP63CKO_UI_24HPT"	"P10"	39172	24376	62.2281	68.3025	0.142669	0	0.015172	0.017126	0.021069	0.946633	0.032298	0	0	0	0	1
"GBCP05_N724_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	11754	10667	90.7521	11.6529	0.0511927	0	0.109115	0.242634	0.389371	0.258879	0.351749	2.76171	2.34499	3.49123	0	0
"GBCP05_N718_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	85725	79598	92.8527	18.3721	0.0356577	0	0.198826	0.358475	0.300544	0.142156	0.557301	1.08602	0	0.738769	0	0
"GBCP05_N724_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	59229	53219	89.8529	13.0765	0.0653374	0	0.180386	0.318915	0.331663	0.169036	0.4993	1.15833	0.030993	0.89852	0	0
"GBCO04_N706_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1506160	1442010	95.741	41.5749	0.0247042	1.4e-05	0.319754	0.327708	0.213106	0.139418	0.647463	0.744667	0.132905	0.53036	0	0
"GBCO04_N712_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1997590	1916020	95.9161	40.4062	0.019779	2.2e-05	0.188369	0.240903	0.444299	0.126407	0.429271	0.805015	0.075729	0.573848	0	0
"OEL15_N720_S510"	"K5ERP63CKO_UI_48HPT"	"P06"	1025750	963104	93.8929	49.8268	0.0345632	0	0.369027	0.360989	0.120474	0.149509	0.730017	0.821866	0.097634	0.532095	9671	1
"GBCO04_N710_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	135664	115423	85.0801	71.1888	0.0544619	0	0.472032	0.407955	0.044921	0.075092	0.879987	0.996356	0.025165	0.619863	0	0
"OEL15_N721_S507"	"K5ERP63CKO_UI_48HPT"	"P06"	1592810	1529020	95.9956	46.4242	0.0223801	0	0.169891	0.198794	0.500392	0.130923	0.368685	1.18192	0	0.40084	0	2
"GBCP05_N723_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	1302960	1228170	94.2597	39.1606	0.0359477	0	0.291425	0.352203	0.23001	0.126361	0.643628	0.796856	0.099229	0.537622	0	0
"GBCO04_N705_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1791890	1722560	96.1306	35.7709	0.0206383	0	0.180709	0.226427	0.439178	0.153685	0.407136	0.812371	0.106227	0.575687	0	0
"GBCP05_N728_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	6111	1025	16.773	70.6512	0.357871	0	0.093483	0.201289	0.478234	0.226994	0.294772	0	0	0	0	0
"GBCP05_N716_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	935019	871430	93.1992	49.9377	0.0363302	3e-06	0.212463	0.346273	0.263413	0.177848	0.558736	1.26892	0	0.676243	0	0
"GBCO04_N707_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1774130	1693080	95.432	51.8714	0.0237122	0	0.215415	0.31182	0.306046	0.166718	0.527235	1.03108	0	0.52458	0	0
"OEL15_N726_S506"	"K5ERP63CKO_UI_24HPT"	"P10"	2013040	1921870	95.4714	51.0476	0.0192475	9e-06	0.153205	0.242222	0.466082	0.138482	0.395427	1.27565	0	0.435672	1	2
"GBCO04_N704_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1765540	1679640	95.1349	53.3818	0.0249658	5e-06	0.208634	0.247421	0.377329	0.166612	0.456054	1.07419	0	0.527099	0	0
"OEL15_N727_S507"	"K5ERP63CKO_UI_24HPT"	"P10"	1524660	1426160	93.5391	62.406	0.0327278	0	0.287695	0.347323	0.208121	0.156861	0.635018	1.23942	0	0.501374	1	7
"OEL15_N719_S507"	"K5ERP63CKO_UI_48HPT"	"P06"	1628890	1566730	96.184	40.9645	0.0188775	0	0.183217	0.220197	0.46336	0.133227	0.403414	0.978968	0	0.410935	30	0
"OEL15_N723_S508"	"K5ERP63CKO_UI_24HPT"	"P10"	636798	575707	90.4065	69.8116	0.0484236	0	0.351245	0.4665	0.032912	0.149343	0.817744	1.75527	0	0.680258	4513	2
"OEL15_N720_S506"	"K5ERP63CKO_UI_48HPT"	"P06"	1794700	1711970	95.3903	45.877	0.0242705	8e-06	0.163871	0.228256	0.428665	0.179201	0.392127	1.11299	0	0.421267	3	3
"GBCP05_N721_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1463950	1327320	90.667	69.9577	0.0479498	2e-06	0.218787	0.247501	0.189355	0.344354	0.466288	1.6012	0	0.470744	0	0
"GBCP05_N724_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	219629	207618	94.5312	15.1412	0.0339142	0	0.236354	0.28927	0.329778	0.144598	0.525624	1.05294	0.071224	0.508354	0	0
"GBCP05_N727_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	454641	417009	91.7227	37.3758	0.0503459	3e-06	0.233007	0.301071	0.302306	0.163613	0.534078	1.10911	0	0.513318	0	0
"GBCO04_N714_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	442274	370527	83.7777	82.362	0.078887	0	0.093187	0.111784	0.042358	0.752671	0.204971	2.9662	0	0.189054	0	0
"GBCP05_N720_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3268170	3054860	93.473	77.2379	0.0332115	0	0.272046	0.3541	0.226313	0.147541	0.626146	1.35889	0	0.454052	0	0
"GBCP05_N726_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	708299	646851	91.3246	30.3522	0.05107	1e-05	0.203327	0.307924	0.340781	0.147959	0.511251	1.00387	0	0.630421	0	0
"OEL15_N719_S511"	"K5ERP63CKO_UI_48HPT"	"P06"	1483070	1409770	95.0577	43.6564	0.0264814	0	0.223676	0.277924	0.370586	0.127814	0.5016	0.938146	0.046327	0.471191	0	0
"OEL15_N726_S510"	"K5ERP63CKO_UI_24HPT"	"P10"	1668140	1582170	94.8463	62.286	0.0250523	2e-06	0.226386	0.249988	0.345148	0.178477	0.476373	1.56702	0	0.365613	0	0
"OEL14_N728_S517"	"K5ERP63CKO_UI_48HPT"	"P06"	324617	246594	75.9646	76.6495	0.11752	0	0.137037	0.231287	0.114399	0.517277	0.368324	2.55393	0	0.959341	21	0
"OEL14_N729_S517"	"K5ERP63CKO_UI_48HPT"	"P06"	1848680	1771460	95.823	44.0602	0.0208006	1e-05	0.233644	0.256794	0.382254	0.127297	0.490438	0.84637	0.062624	0.424705	2	0
"OEL15_N728_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	1699800	1594100	93.7815	61.5918	0.0301263	0	0.310652	0.305017	0.22732	0.157012	0.615668	1.23248	0	0.471322	0	3
"GBCO04_N710_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1541140	1483420	96.2543	51.0618	0.0198274	0	0.136645	0.202878	0.505391	0.155086	0.339523	1.49585	0	0.338274	0	0
"GBCO04_N705_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1824320	1740570	95.409	58.0108	0.0217995	0	0.244153	0.285314	0.322965	0.147568	0.529466	1.00618	0.015451	0.530775	0	0
"GBCO04_N707_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1970000	1902860	96.5918	42.3666	0.0168599	9e-06	0.196801	0.211019	0.47471	0.117461	0.40782	0.821759	0.055598	0.462199	0	0
"GBCP05_N719_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1614650	1522890	94.3168	51.4323	0.0292767	0	0.216157	0.28461	0.344881	0.154352	0.500767	1.11974	0	0.451475	0	0
"OEL15_N718_S505"	"K5ERP63CKO_UI_48HPT"	"P06"	1458630	1374140	94.2082	65.3001	0.030577	0	0.364195	0.408178	0.069866	0.157761	0.772373	1.14958	0	0.529065	2069	2
"GBCO04_N711_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	550696	519469	94.3295	40.8825	0.0289759	2.2e-05	0.198767	0.281321	0.324453	0.195437	0.480088	1.33879	0	0.657182	0	0
"OEL15_N720_S507"	"K5ERP63CKO_UI_48HPT"	"P06"	1635770	1546700	94.5552	56.7961	0.0288223	0	0.326646	0.367247	0.178794	0.127313	0.693893	0.904127	0.034182	0.451965	1	0
"GBCP05_N718_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	311857	200368	64.25	82.9037	0.235701	0	0.057571	0.052256	0.061616	0.828557	0.109827	1.12501	0	0.354685	0	0
"OEL15_N727_S506"	"K5ERP63CKO_UI_24HPT"	"P10"	1732480	1632340	94.2196	65.3786	0.0280293	0	0.281144	0.331876	0.239565	0.147415	0.61302	1.28144	0	0.377005	5968	5
"GBCO04_N701_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1794990	1721780	95.9211	40.8	0.0236536	4e-06	0.299343	0.288394	0.267586	0.144673	0.587737	0.733429	0.159326	0.55865	0	0
"OEL15_N719_S506"	"K5ERP63CKO_UI_48HPT"	"P06"	386383	361331	93.5163	43.5433	0.0350859	0	0.353669	0.304617	0.198752	0.142962	0.658285	1.11397	0.007185	0.433181	1	2
"GBCO04_N714_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1325520	1275800	96.249	45.5804	0.0185817	0	0.202642	0.238428	0.430164	0.128765	0.441071	1.21259	0	0.362308	0	0
"GBCO04_N702_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	751965	715396	95.1369	43.1394	0.0244764	1.1e-05	0.324074	0.308054	0.230189	0.137672	0.632128	1.12398	0	0.440174	0	0
"OEL15_N728_S508"	"K5ERP63CKO_UI_24HPT"	"P10"	1132440	1077790	95.1745	61.5757	0.0258856	1e-05	0.223196	0.315346	0.308199	0.153249	0.538542	1.69762	0	0.303396	1	5
"GBCP05_N716_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2498680	2395520	95.8715	45.7974	0.0195784	0	0.153153	0.219821	0.482452	0.144574	0.372974	0.922116	0.030819	0.593853	0	0
"GBCO04_N704_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1502120	1434130	95.4736	43.0827	0.0226554	1e-06	0.241847	0.284222	0.329711	0.144219	0.526069	0.855405	0.065673	0.556607	0	0
"GBCO04_N707_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	462754	379751	82.0633	79.9538	0.0839816	0	0.064582	0.111631	0.075998	0.747789	0.176213	3.18624	0	0.264433	0	0
"GBCO04_N703_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1870090	1786920	95.5526	48.3389	0.0221827	1.3e-05	0.169987	0.220192	0.43529	0.174518	0.390179	1.11994	0	0.528948	0	0
"GBCP05_N723_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	1110540	1048020	94.3708	40.2951	0.0365063	1e-06	0.344173	0.354852	0.152473	0.1485	0.699025	0.771623	0.123697	0.538872	0	0
"GBCO04_N711_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1996440	1922740	96.3086	54.9061	0.0180555	0	0.146754	0.233788	0.466687	0.152771	0.380542	1.40955	0	0.402781	0	0
"OEL15_N719_S502"	"K5ERP63CKO_UI_48HPT"	"P06"	1701210	1626120	95.5864	43.1122	0.0218559	1e-06	0.206967	0.259118	0.392483	0.141432	0.466084	0.942599	0.010472	0.528613	1	2
