"Experiment"	"Batch"	"NREADS"	"NALIGNED"	"RALIGN"	"TOTAL_DUP"	"PRIMER"	"PCT_RIBOSOMAL_BASES"	"PCT_CODING_BASES"	"PCT_UTR_BASES"	"PCT_INTRONIC_BASES"	"PCT_INTERGENIC_BASES"	"PCT_MRNA_BASES"	"MEDIAN_CV_COVERAGE"	"MEDIAN_5PRIME_BIAS"	"MEDIAN_3PRIME_BIAS"	"CreER"	"ERCC_reads"
"OEL12_N702_S520"	"K5ERP63CKO_UI_96HPT"	"P03B"	104945	93615	89.2039	23.8029	0.0527775	0	0.157106	0.26353	0.353584	0.22578	0.420636	1.09404	0	0.589637	0	5210
"OEL11_N716_S511"	"K5ERP63CKO_UI_96HPT"	"P03A"	1136530	1067820	93.9544	50.8304	0.0267692	0	0.304288	0.307143	0.178876	0.209692	0.611431	1.21772	0	0.333781	0	59193
"OEL10_N722_S515"	"K5ERP63CKO_UI_48HPT"	"P02"	878513	843922	96.0626	41.8447	0.015319	0	0.416967	0.306599	0.158415	0.118019	0.723566	0.829723	0.136393	0.366194	0	3503
"OEL10_N728_S516"	"K5ERP63CKO_UI_48HPT"	"P02"	907329	873043	96.2212	42.6586	0.0171798	3e-06	0.280797	0.28971	0.27139	0.1581	0.570507	0.910714	0.096044	0.41325	1531	3403
"OEL12_N712_S516"	"K5ERP63CKO_UI_24HPT"	"P05"	980836	924145	94.2201	46.9157	0.0338681	7e-06	0.239337	0.260494	0.307504	0.192658	0.49983	1.05514	0	0.479038	0	40582
"OEL10_N726_S522"	"K5ERP63CKO_UI_48HPT"	"P02"	1278770	1238860	96.8797	34.4192	0.0128876	3.1e-05	0.220268	0.255832	0.386467	0.137402	0.4761	0.870259	0.058154	0.41767	1	2073
"OEL10_N723_S516"	"K5ERP63CKO_UI_48HPT"	"P02"	1121980	1087070	96.8885	40.6034	0.0118014	9e-06	0.242568	0.24713	0.354998	0.155296	0.489697	0.930051	0.075292	0.322014	987	2673
"OEL12_N712_S515"	"K5ERP63CKO_UI_24HPT"	"P05"	897317	835377	93.0972	61.4983	0.0398419	1.3e-05	0.276177	0.316653	0.120476	0.28668	0.592831	1.34908	0	0.436596	1	106892
"OEL10_N721_S522"	"K5ERP63CKO_UI_48HPT"	"P02"	1318470	1276320	96.8031	37.9322	0.0146672	0	0.185708	0.211832	0.46879	0.13367	0.39754	0.956023	0.054956	0.414333	991	3208
"OEL12_N707_S517"	"K5ERP63CKO_UI_24HPT"	"P04"	503162	458011	91.0265	49.179	0.0499774	0	0.248569	0.317739	0.169164	0.264529	0.566307	1.24654	0	0.581826	245	50849
"OEL12_N714_S513"	"K5ERP63CKO_UI_24HPT"	"P05"	1182730	1106610	93.5642	59.9809	0.0335422	0	0.291923	0.272662	0.195935	0.23948	0.564585	1.34753	0	0.362397	95	82569
"OEL11_N720_S511"	"K5ERP63CKO_UI_96HPT"	"P03A"	1191870	1031280	86.5264	48.3397	0.0810331	1e-06	0.356499	0.245186	0.144101	0.254212	0.601685	0.781938	0.182191	0.447987	2032	95898
"OEL11_N729_S508"	"K5ERP63CKO_UI_96HPT"	"P03B"	467613	404434	86.489	28.0305	0.086864	4e-06	0.23546	0.401079	0.135836	0.227622	0.636538	1.13347	0	1.18603	101	28
"OEL10_N724_S522"	"K5ERP63CKO_UI_48HPT"	"P02"	1094050	1057690	96.6765	32.2076	0.0158777	1e-06	0.247345	0.258288	0.365487	0.128878	0.505634	0.822219	0.119383	0.422261	37	1720
"OEL11_N719_S503"	"K5ERP63CKO_UI_96HPT"	"P03A"	892687	838420	93.9209	50.7355	0.0344631	3.8e-05	0.276263	0.305677	0.220356	0.197665	0.581941	1.21949	0	0.455896	1671	56507
"OEL10_N728_S521"	"K5ERP63CKO_UI_48HPT"	"P02"	1056220	1017780	96.3605	50.001	0.0134918	0	0.33974	0.284832	0.232368	0.14306	0.624572	0.980203	0.061373	0.261306	1470	7988
"OEL10_N727_S513"	"K5ERP63CKO_UI_48HPT"	"P02"	1076240	1042020	96.8198	37.754	0.0127005	1e-06	0.23895	0.296882	0.321117	0.14305	0.535832	0.888268	0.070399	0.347141	0	3537
"OEL11_N724_S505"	"K5ERP63CKO_UI_96HPT"	"P03A"	21539	1678	7.79052	74.1583	0.268246	0	0.121926	0.126577	0.163196	0.588301	0.248503	0	0	0	1	43
"OEL10_N729_S520"	"K5ERP63CKO_UI_96HPT"	"P03A"	1144700	1075420	93.9479	62.9032	0.0329539	0	0.353796	0.296858	0.117282	0.232064	0.650654	1.15877	0	0.494118	0	89880
"OEL10_N723_S521"	"K5ERP63CKO_UI_48HPT"	"P02"	947595	914167	96.4723	41.8304	0.0145379	4.3e-05	0.266666	0.317774	0.231407	0.184109	0.58444	0.998909	0.030172	0.3206	1	3515
"OEL12_N714_S521"	"K5ERP63CKO_UI_24HPT"	"P05"	1072380	1005880	93.799	55.8247	0.0346903	0	0.220053	0.265322	0.277061	0.237564	0.485375	1.48775	0	0.443265	39	80532
"OEL11_N728_S502"	"K5ERP63CKO_UI_96HPT"	"P03B"	994804	944456	94.9389	38.0975	0.0176985	0	0.229389	0.253776	0.39305	0.123785	0.483165	1.13343	0	0.326163	2	37
"OEL11_N723_S511"	"K5ERP63CKO_UI_96HPT"	"P03A"	1291770	1225010	94.8321	58.5173	0.0240696	1e-06	0.188264	0.26854	0.411637	0.131557	0.456804	1.60031	0	0.289156	0	24
"OEL11_N728_S507"	"K5ERP63CKO_UI_96HPT"	"P03B"	1052500	963768	91.5694	55.5207	0.0416967	0	0.167053	0.30248	0.38203	0.148436	0.469533	1.87115	0	0.505096	173	27
"OEL12_N707_S522"	"K5ERP63CKO_UI_24HPT"	"P04"	673687	610461	90.6149	49.1168	0.0530336	4e-06	0.25341	0.312424	0.185343	0.248818	0.565834	1.29983	0	0.553679	465	44589
"OEL11_N718_S505"	"K5ERP63CKO_UI_96HPT"	"P03A"	840206	796513	94.7997	45.9151	0.0236402	0	0.28027	0.266468	0.282085	0.171177	0.546738	1.15413	0	0.402879	115	37893
"OEL11_N719_S507"	"K5ERP63CKO_UI_96HPT"	"P03A"	1139940	1086460	95.3088	39.23	0.0234234	0	0.187218	0.240983	0.398039	0.173761	0.428201	1.09404	0	0.498922	105	31301
"OEL11_N720_S506"	"K5ERP63CKO_UI_96HPT"	"P03A"	829442	758733	91.4751	29.3204	0.0494648	9e-06	0.266654	0.235914	0.277667	0.219757	0.502567	0.873614	0.11175	0.521212	240	40034
"OEL11_N716_S510"	"K5ERP63CKO_UI_96HPT"	"P03A"	911177	850712	93.3641	57.3455	0.0381419	0	0.159336	0.245931	0.317376	0.277357	0.405267	1.5363	0	0.430072	0	90544
"OEL11_N721_S505"	"K5ERP63CKO_UI_96HPT"	"P03A"	618919	499495	80.7044	56.4945	0.117998	0	0.215444	0.219699	0.034395	0.530461	0.435144	1.0131	0.033078	0.977773	139	156330
"OEL12_N703_S516"	"K5ERP63CKO_UI_96HPT"	"P03B"	845379	786563	93.0426	60.4738	0.0358398	0	0.240199	0.354816	0.127958	0.277027	0.595015	1.35333	0	0.463211	0	104307
"OEL12_N714_S522"	"K5ERP63CKO_UI_24HPT"	"P05"	1020100	954504	93.5699	57.8248	0.035777	0	0.322899	0.328129	0.12567	0.223302	0.651027	1.18308	0	0.457923	2	74295
"OEL10_N728_S513"	"K5ERP63CKO_UI_48HPT"	"P02"	1041060	1007890	96.8133	47.5055	0.01202	4e-06	0.25005	0.24404	0.363584	0.142323	0.49409	1.07031	0.025038	0.250833	904	3426
"OEL10_N727_S521"	"K5ERP63CKO_UI_48HPT"	"P02"	1108230	1073840	96.8969	38.9728	0.0110552	1e-06	0.263275	0.282604	0.303132	0.150988	0.545879	0.880297	0.069486	0.313757	0	2210
"OEL11_N720_S510"	"K5ERP63CKO_UI_96HPT"	"P03A"	688102	532621	77.4044	58.4511	0.133963	0	0.269367	0.255343	0.050387	0.424903	0.52471	1.04412	0	0.381368	0	135985
"OEL12_N707_S521"	"K5ERP63CKO_UI_24HPT"	"P04"	151296	140441	92.8253	25.6951	0.0426794	0	0.266865	0.309483	0.268361	0.155292	0.576347	1.04377	0.004944	0.759641	29	3457
"OEL11_N716_S506"	"K5ERP63CKO_UI_96HPT"	"P03A"	929266	872323	93.8723	51.0224	0.035125	0	0.268901	0.312127	0.214672	0.2043	0.581028	1.11601	0	0.467514	29	49551
"OEL11_N728_S503"	"K5ERP63CKO_UI_96HPT"	"P03B"	1209070	1146810	94.8504	47.6708	0.0227923	8e-06	0.246011	0.317749	0.274032	0.1622	0.56376	1.20192	0	0.424538	0	61
"OEL12_N703_S515"	"K5ERP63CKO_UI_96HPT"	"P03B"	992867	936690	94.3419	52.1306	0.0290593	0	0.212197	0.242841	0.320975	0.223987	0.455038	1.32351	0	0.414328	11	69724
"OEL10_N722_S520"	"K5ERP63CKO_UI_48HPT"	"P02"	467875	448392	95.8359	29.1837	0.015244	0	0.163221	0.220734	0.479913	0.136132	0.383955	1.15847	0	0.427598	671	2613
"OEL10_N723_S513"	"K5ERP63CKO_UI_48HPT"	"P02"	1047380	1017020	97.1018	34.1835	0.0126367	0	0.239524	0.245862	0.369701	0.144914	0.485386	0.873067	0.132743	0.371507	0	1872
"OEL11_N719_S502"	"K5ERP63CKO_UI_96HPT"	"P03A"	1230380	1163700	94.5809	48.4504	0.0258103	1e-06	0.292647	0.352267	0.145528	0.209556	0.644914	0.994782	0	0.484165	0	53799
"OEL11_N723_S510"	"K5ERP63CKO_UI_96HPT"	"P03A"	908538	860559	94.7191	51.6777	0.0238831	0	0.180092	0.222051	0.454403	0.143454	0.402143	1.62182	0	0.253206	168	21
"OEL11_N722_S505"	"K5ERP63CKO_UI_96HPT"	"P03A"	616131	449169	72.9015	52.3315	0.166806	0	0.279471	0.262906	0.106055	0.351568	0.542376	1.01702	0	0.507085	0	87256
"OEL11_N727_S505"	"K5ERP63CKO_UI_96HPT"	"P03B"	970266	897835	92.5349	51.615	0.0321724	0	0.136221	0.225664	0.453323	0.184792	0.361885	1.79805	0	0.40235	0	48
"OEL12_N707_S513"	"K5ERP63CKO_UI_24HPT"	"P04"	1182460	1120540	94.7631	51.8237	0.0283839	0	0.26015	0.292856	0.261687	0.185307	0.553006	1.01794	0.002481	0.506904	2430	49752
"OEL12_N714_S517"	"K5ERP63CKO_UI_24HPT"	"P05"	758637	707961	93.3201	43.375	0.0357983	0	0.343845	0.318914	0.15723	0.18001	0.662759	1.12222	0	0.421079	3249	38170
"OEL12_N706_S520"	"K5ERP63CKO_UI_24HPT"	"P04"	613998	564754	91.9798	47.2654	0.0443895	0	0.299727	0.321901	0.143548	0.234824	0.621628	1.24432	0	0.492847	0	44538
"OEL10_N727_S516"	"K5ERP63CKO_UI_48HPT"	"P02"	1189330	1156000	97.197	30.6579	0.0120246	0	0.227268	0.236936	0.399697	0.136099	0.464205	0.867405	0.133908	0.36947	457	1776
"OEL12_N706_S518"	"K5ERP63CKO_UI_24HPT"	"P04"	697466	661276	94.8112	37.0687	0.0271349	0	0.156258	0.214515	0.415126	0.214101	0.370773	1.27841	0	0.43209	239	33837
"OEL11_N723_S506"	"K5ERP63CKO_UI_96HPT"	"P03A"	1016770	959229	94.3406	53.7396	0.0279447	0	0.178099	0.259132	0.409757	0.153012	0.437231	1.51516	0	0.372111	1936	21
"OEL12_N715_S518"	"K5ERP63CKO_UI_24HPT"	"P05"	1052050	983733	93.5061	61.0293	0.0341904	1.5e-05	0.231269	0.287242	0.228141	0.253332	0.518511	1.4943	0	0.374933	226	99293
"OEL10_N724_S521"	"K5ERP63CKO_UI_48HPT"	"P02"	978658	948367	96.9048	43.5402	0.0109626	0	0.182478	0.213359	0.466331	0.137832	0.395837	1.26356	0	0.306163	3121	6911
"OEL10_N723_S522"	"K5ERP63CKO_UI_48HPT"	"P02"	1243930	1199450	96.4246	46.4287	0.0173586	1e-06	0.185334	0.227837	0.428866	0.157962	0.413171	1.08686	0	0.410228	2493	5676
"OEL10_N726_S516"	"K5ERP63CKO_UI_48HPT"	"P02"	1036130	999881	96.5013	54.7124	0.0137044	0	0.335099	0.326756	0.181412	0.156732	0.661856	1.06404	0.013128	0.244823	140	10437
"OEL11_N721_S503"	"K5ERP63CKO_UI_96HPT"	"P03A"	796918	445610	55.9167	77.1481	0.248596	3e-06	0.134883	0.138787	0.023995	0.702333	0.27367	1.02396	0.066283	0.906729	18	229085
"OEL11_N718_S502"	"K5ERP63CKO_UI_96HPT"	"P03A"	872528	835053	95.705	35.8327	0.0185919	0	0.218188	0.245659	0.352328	0.183826	0.463846	1.09019	0	0.351291	1	31266
"OEL10_N722_S518"	"K5ERP63CKO_UI_48HPT"	"P02"	923992	888868	96.1987	43.3549	0.0159379	0	0.355186	0.326585	0.164022	0.154207	0.681771	0.888893	0.093247	0.306256	504	3074
"OEL11_N724_S507"	"K5ERP63CKO_UI_96HPT"	"P03A"	1030130	972664	94.4215	55.1497	0.0295587	0	0.258709	0.324423	0.26649	0.150378	0.583133	1.38269	0	0.393935	982	31
"OEL12_N702_S513"	"K5ERP63CKO_UI_96HPT"	"P03B"	828224	778259	93.9672	48.3951	0.0279413	0	0.263979	0.252738	0.27069	0.212593	0.516717	1.21435	0	0.390692	412	47579
"OEL11_N724_S502"	"K5ERP63CKO_UI_96HPT"	"P03A"	740222	688049	92.9517	53.1201	0.0381563	8e-06	0.290633	0.352773	0.20046	0.156126	0.643405	1.41178	0	0.408504	623	21
"OEL11_N718_S507"	"K5ERP63CKO_UI_96HPT"	"P03A"	980478	942187	96.0947	36.0085	0.0181741	0	0.152439	0.19865	0.516603	0.132309	0.351088	1.16005	0	0.39053	11	21754
"OEL12_N710_S513"	"K5ERP63CKO_UI_24HPT"	"P04"	994484	925502	93.0635	58.1349	0.0370342	2.4e-05	0.3138	0.315988	0.152475	0.217713	0.629789	1.18548	0	0.540666	0	63036
"OEL11_N728_S505"	"K5ERP63CKO_UI_96HPT"	"P03B"	1217450	1160910	95.356	44.3873	0.0227001	0	0.212699	0.280092	0.370601	0.136608	0.492791	1.07977	0	0.482242	0	49
"OEL12_N701_S522"	"K5ERP63CKO_UI_96HPT"	"P03B"	1405420	1329360	94.588	59.3004	0.0272618	0	0.377174	0.27134	0.15514	0.196346	0.648514	1.04219	0.044533	0.343502	0	67360
"OEL10_N724_S516"	"K5ERP63CKO_UI_48HPT"	"P02"	955567	927838	97.0982	31.5749	0.0111005	0	0.20348	0.215327	0.419616	0.161578	0.418806	0.981966	0.047892	0.328394	479	1804
"OEL12_N702_S521"	"K5ERP63CKO_UI_96HPT"	"P03B"	18692	11494	61.4915	60.5068	0.0835518	0	0.010992	0.013457	0.012795	0.962756	0.024449	0	0	0	0	7468
"OEL11_N722_S503"	"K5ERP63CKO_UI_96HPT"	"P03A"	667909	479845	71.8429	56.8759	0.16318	2e-06	0.224742	0.25052	0.084938	0.439798	0.475262	1.0582	0	0.543614	1	127339
"OEL12_N710_S521"	"K5ERP63CKO_UI_24HPT"	"P04"	682576	610771	89.4803	55.2803	0.0597498	0	0.235541	0.276921	0.183511	0.304027	0.512462	1.33665	0	0.557128	518	77341
"OEL11_N727_S503"	"K5ERP63CKO_UI_96HPT"	"P03B"	1009200	944829	93.622	53.0769	0.0290922	0	0.312882	0.349535	0.215311	0.122272	0.662416	1.27432	0	0.475126	933	70
"OEL11_N726_S511"	"K5ERP63CKO_UI_96HPT"	"P03B"	1382830	1310750	94.7872	47.6499	0.0253634	0	0.29732	0.298121	0.251061	0.153498	0.595441	0.899155	0.088683	0.466623	0	41
"OEL11_N729_S506"	"K5ERP63CKO_UI_96HPT"	"P03B"	499409	409607	82.0183	60.2395	0.0939897	0	0.131038	0.51588	0.057563	0.295518	0.646919	2.25882	0	1.64878	1	20
"OEL10_N729_S517"	"K5ERP63CKO_UI_96HPT"	"P03A"	981501	919665	93.6999	56.8188	0.0306718	4e-06	0.284618	0.275957	0.17706	0.26236	0.560575	1.18227	0	0.434139	1	82338
"OEL12_N712_S518"	"K5ERP63CKO_UI_24HPT"	"P05"	925684	860420	92.9496	57.3559	0.0392198	0	0.215685	0.275912	0.282484	0.225919	0.491598	1.29878	0	0.475814	437	74696
"OEL10_N726_S521"	"K5ERP63CKO_UI_48HPT"	"P02"	1017400	988075	97.1175	37.5988	0.0108029	1.1e-05	0.225234	0.237273	0.399231	0.138251	0.462507	0.922721	0.099551	0.30867	300	2009
"OEL11_N729_S510"	"K5ERP63CKO_UI_96HPT"	"P03B"	554118	475807	85.8675	24.6898	0.0897528	1.5e-05	0.14218	0.3569	0.243387	0.257518	0.49908	1.29055	0	1.46704	166	33
"OEL10_N721_S521"	"K5ERP63CKO_UI_48HPT"	"P02"	1319510	1274760	96.6088	42.7257	0.0160396	1.8e-05	0.420166	0.332376	0.120442	0.126998	0.752542	0.749837	0.185466	0.318286	478	3289
"OEL12_N701_S517"	"K5ERP63CKO_UI_96HPT"	"P03B"	1572270	1462970	93.0484	63.8391	0.0366521	1e-06	0.311223	0.292661	0.163534	0.232581	0.603884	1.12912	0	0.459344	1	111043
"OEL12_N712_S520"	"K5ERP63CKO_UI_24HPT"	"P05"	1000990	941147	94.0219	53.5496	0.0346405	0	0.276453	0.293301	0.221558	0.208688	0.569754	1.07823	0	0.438115	2674	56150
"OEL12_N715_S515"	"K5ERP63CKO_UI_24HPT"	"P05"	971608	916375	94.3153	52.4902	0.0310374	0	0.351423	0.32967	0.138358	0.180549	0.681093	1.0452	0	0.375339	4	48006
"OEL12_N710_S522"	"K5ERP63CKO_UI_24HPT"	"P04"	841857	787791	93.5778	52.9554	0.0357546	0	0.329884	0.342127	0.117171	0.210819	0.672011	1.05117	0.015014	0.498596	0	47384
"OEL11_N722_S507"	"K5ERP63CKO_UI_96HPT"	"P03A"	901278	845072	93.7637	54.0188	0.0313012	1.1e-05	0.261116	0.312334	0.286909	0.139631	0.573449	1.56453	0	0.371168	425	53
"OEL11_N727_S507"	"K5ERP63CKO_UI_96HPT"	"P03B"	1253060	1198810	95.6712	39.2862	0.0176445	1.3e-05	0.198045	0.277049	0.389369	0.135524	0.475094	0.934729	0.022618	0.518289	1	35
"OEL12_N702_S522"	"K5ERP63CKO_UI_96HPT"	"P03B"	524180	498114	95.0273	34.5054	0.0264352	0	0.158989	0.211271	0.448907	0.180833	0.37026	1.17345	0	0.466393	0	21936
"OEL12_N701_S513"	"K5ERP63CKO_UI_96HPT"	"P03B"	1632910	1544380	94.5783	50.7067	0.0265902	1.9e-05	0.20968	0.260969	0.309388	0.219944	0.470649	1.13484	0	0.479288	125	77610
"OEL12_N704_S513"	"K5ERP63CKO_UI_96HPT"	"P03B"	1339370	1252020	93.4778	66.5204	0.0345821	0	0.192971	0.224685	0.272419	0.309926	0.417656	1.4727	0	0.400223	0	167317
"OEL11_N723_S508"	"K5ERP63CKO_UI_96HPT"	"P03A"	954442	907910	95.1247	41.2702	0.0246078	2.2e-05	0.149977	0.216331	0.494207	0.139463	0.366307	1.4009	0	0.338063	1	23
"OEL12_N715_S516"	"K5ERP63CKO_UI_24HPT"	"P05"	1021670	960137	93.9769	52.704	0.0349701	0	0.268561	0.315642	0.221537	0.19426	0.584203	1.0736	0	0.48547	1	51166
"OEL10_N722_S517"	"K5ERP63CKO_UI_48HPT"	"P02"	767471	744487	97.0052	28.9581	0.0110783	1.4e-05	0.17963	0.199952	0.418834	0.20157	0.379582	1.09396	0.02359	0.324495	601	1850
"OEL10_N726_S513"	"K5ERP63CKO_UI_48HPT"	"P02"	1206960	1161440	96.2286	55.4912	0.0133077	0	0.357151	0.276943	0.193534	0.172373	0.634093	0.958308	0.044028	0.262063	1	9860
"OEL11_N727_S502"	"K5ERP63CKO_UI_96HPT"	"P03B"	1032660	973505	94.2713	54.9186	0.0265882	0	0.249756	0.281437	0.327582	0.141226	0.531193	1.41351	0	0.326517	6	43
"OEL11_N722_S502"	"K5ERP63CKO_UI_96HPT"	"P03A"	798636	561970	70.3662	58.62	0.181133	0	0.352791	0.269467	0.04335	0.334392	0.622258	0.859658	0.117388	0.454234	0	93437
"OEL11_N716_S508"	"K5ERP63CKO_UI_96HPT"	"P03A"	911978	846175	92.7846	59.3449	0.0391119	0	0.275938	0.332476	0.167162	0.224424	0.608413	1.38423	0	0.563954	1025	83630
"OEL12_N702_S517"	"K5ERP63CKO_UI_96HPT"	"P03B"	635100	604000	95.1031	33.4973	0.0255579	2e-06	0.150405	0.220834	0.466989	0.161771	0.371238	1.1975	0	0.428606	670	18326
"OEL12_N711_S515"	"K5ERP63CKO_UI_24HPT"	"P04"	963349	873347	90.6574	65.0912	0.0537824	0	0.241003	0.284301	0.172154	0.302542	0.525304	1.52012	0	0.57247	1039	106300
"OEL12_N703_S518"	"K5ERP63CKO_UI_96HPT"	"P03B"	1066370	1010230	94.7349	55.4075	0.0277218	1e-06	0.218789	0.236615	0.351887	0.192708	0.455404	1.22762	0	0.347823	0	69289
"OEL11_N726_S510"	"K5ERP63CKO_UI_96HPT"	"P03B"	1272080	1211950	95.2728	35.338	0.0220143	5e-06	0.236488	0.265225	0.360292	0.137989	0.501714	0.867949	0.076578	0.471156	118	41
"OEL12_N710_S517"	"K5ERP63CKO_UI_24HPT"	"P04"	850478	810437	95.2919	42.928	0.0242288	0	0.151493	0.200158	0.478758	0.169591	0.351651	1.27455	0	0.388409	58	34145
"OEL11_N719_S505"	"K5ERP63CKO_UI_96HPT"	"P03A"	983541	940276	95.6011	33.8033	0.0220994	1e-06	0.165669	0.238058	0.421952	0.174319	0.403727	1.1133	0	0.491038	3	30707
"OEL11_N724_S503"	"K5ERP63CKO_UI_96HPT"	"P03A"	746946	688722	92.2051	55.0234	0.0413299	0	0.228277	0.358522	0.271923	0.141278	0.586799	1.66277	0	0.530391	84	55
"OEL11_N721_S507"	"K5ERP63CKO_UI_96HPT"	"P03A"	1132240	952561	84.1303	54.3437	0.0924412	0	0.386848	0.283548	0.054892	0.274712	0.670396	0.775075	0.155793	0.533503	170	109308
"OEL10_N727_S522"	"K5ERP63CKO_UI_48HPT"	"P02"	1271760	1230720	96.7731	45.1848	0.0164032	0	0.184507	0.242574	0.426834	0.146085	0.427081	1.03129	0	0.417454	1167	5132
"OEL11_N718_S503"	"K5ERP63CKO_UI_96HPT"	"P03A"	844523	794152	94.0356	43.9235	0.0301	8e-06	0.240314	0.258742	0.295692	0.205244	0.499056	1.25541	0	0.302354	0	42073
"OEL12_N703_S520"	"K5ERP63CKO_UI_96HPT"	"P03B"	1135050	1085240	95.6112	49.8724	0.0209504	5e-06	0.174597	0.190616	0.451322	0.18346	0.365213	1.38487	0	0.320101	1	52376
"OEL11_N721_S502"	"K5ERP63CKO_UI_96HPT"	"P03A"	747772	580893	77.6832	45.3911	0.139815	0	0.320749	0.256177	0.216217	0.206857	0.576926	0.933153	0.101748	0.512332	11	37301
"OEL12_N711_S516"	"K5ERP63CKO_UI_24HPT"	"P04"	859859	787670	91.6046	62.1757	0.0459658	0	0.269363	0.304875	0.162473	0.263289	0.574238	1.22881	0	0.418842	1084	84753
"OEL10_N724_S513"	"K5ERP63CKO_UI_48HPT"	"P02"	923444	882956	95.6155	56.8491	0.0153591	0	0.376523	0.336651	0.11654	0.170286	0.713174	1.09476	0	0.254573	0	12373
"OEL12_N701_S521"	"K5ERP63CKO_UI_96HPT"	"P03B"	1548950	1459480	94.224	64.7458	0.0273271	2e-06	0.210504	0.219935	0.283251	0.286308	0.430439	1.55937	0	0.371884	10229	154946
"OEL11_N720_S508"	"K5ERP63CKO_UI_96HPT"	"P03A"	1027740	761354	74.0805	59.3741	0.164943	2e-06	0.339179	0.256995	0.082094	0.32173	0.596174	0.826913	0.149346	0.496931	0	105072
"OEL10_N729_S518"	"K5ERP63CKO_UI_96HPT"	"P03A"	918476	859480	93.5768	58.2009	0.0309423	0	0.25383	0.255399	0.221913	0.268858	0.509229	1.37301	0	0.394109	987	77979
"OEL11_N729_S511"	"K5ERP63CKO_UI_96HPT"	"P03B"	650905	556379	85.4778	28.4292	0.0926706	1e-05	0.151209	0.357596	0.238812	0.252373	0.508805	1.28142	0	1.44275	41	26
"OEL15_N723_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1191700	1117330	93.7597	57.9882	0.0283724	4.7e-05	0.242534	0.268213	0.32562	0.163586	0.510747	1.51885	0	0.448417	119	1
"GBCP05_N718_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2110780	2010420	95.2452	44.9183	0.0229887	2.1e-05	0.214044	0.264134	0.356231	0.165569	0.478179	0.822491	0.071477	0.58725	0	0
"GBCO04_N701_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	906006	866305	95.618	27.9579	0.0266324	1.1e-05	0.298819	0.327843	0.2147	0.158627	0.626662	0.8367	0.13045	0.524597	0	0
"GBCO04_N703_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2040210	1949590	95.5583	52.6695	0.0237567	0	0.1792	0.243384	0.461331	0.116085	0.422584	1.0322	0	0.517161	0	0
"OEL15_N724_S508"	"K5ERP63CKO_UI_24HPT"	"P10"	988108	932415	94.3637	48.9054	0.026445	4.7e-05	0.122074	0.213508	0.525795	0.138576	0.335582	1.71915	0	0.336006	3	6
"OEL15_N729_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	1327570	1251070	94.2376	62.2649	0.0275341	1e-06	0.338465	0.317807	0.213907	0.12982	0.656272	1.45499	0	0.345699	364	0
"GBCO04_N706_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1385000	1327580	95.854	43.4418	0.0219156	0	0.128538	0.204091	0.511509	0.155862	0.332629	1.23914	0	0.609359	0	0
"OEL14_N729_S518"	"K5ERP63CKO_UI_48HPT"	"P06"	2110670	1999490	94.7323	68.3893	0.0277711	0	0.297735	0.335223	0.223454	0.143588	0.632958	1.2522	0	0.394141	2094	0
"GBCP05_N722_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	1500510	1370580	91.3409	89.8903	0.0695595	0	0.265463	0.101191	0.012498	0.620848	0.366654	0.960415	0.048117	0.215725	0	0
"GBCP05_N723_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	1107420	1040190	93.9296	44.3525	0.0348798	0	0.253107	0.313877	0.299152	0.133865	0.566983	0.94736	0.006331	0.561603	0	0
"GBCO04_N705_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1907490	1825560	95.7048	49.7833	0.0246293	0	0.281526	0.318746	0.27479	0.124938	0.600271	0.774009	0.1041	0.507483	0	0
"OEL14_N728_S515"	"K5ERP63CKO_UI_48HPT"	"P06"	1159100	1102680	95.1321	37.5867	0.0246817	0	0.216197	0.277273	0.366122	0.140408	0.49347	0.989069	0.021368	0.419376	0	0
"GBCP05_N716_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2898	2645	91.2698	5.17745	0.0475992	0	0.217538	0.244703	0.343544	0.194215	0.462241	0	0	0	0	0
"OEL15_N722_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	143946	108781	75.5707	80.8287	0.101754	0	0.032679	0.040525	0.014859	0.911937	0.073204	1.24327	0	0.746147	1	1
"OEL15_N716_S510"	"K5ERP63CKO_UI_48HPT"	"P06"	7785	7052	90.5845	6.29177	0.0308068	0	0.19055	0.260726	0.345205	0.203519	0.451276	1.82387	0	3.24784	1	0
"OEL15_N727_S510"	"K5ERP63CKO_UI_24HPT"	"P10"	1420300	1320360	92.9631	62.065	0.0315563	8e-06	0.316783	0.320719	0.176578	0.185912	0.637502	1.29159	0	0.417146	4462	0
